Jahr,Zeichen,Kategorie,Titel
"2006","WD3-427/06","A","Normierung einer widerlegbaren Vermutung zugunsten des Sicherheitsinteresses der Allgemeinheit bei der Entscheidung der Strafaussetzung zur Bewährung"
"2010","WD3-427/10","A","Ausstieg aus dem Projekt ""Stuttgart 21"""
"2006","WD3-428/06","A","Asylgewährung und Abschiebungsschutz für Christen aus islamischen Ländern '"
"2007","WD3-428/07","A","Maritime Sicherheitslage der Bundesrepublik Deutschland im Hinblick auf die Abwehr terroristischer Angriffe - Zuständigkeit von Bund und Ländern"
"2010","WD3-428/10","AI","Infobrief: Gegenüberstellung der Unterschiede/Besonderheiten der Landeswahlgesetze"
"2008","WD3-429/08","A","Zu einem neuen Wahlrecht"
"2009","WD3-429/09","AI","Gleichstellung eingetragener Lebenspartnerschaften: Zu den Auswirkungen der Entscheidung des Bundesverfassungsgerichts zur Hinterbliebenenrente"
"2010","WD3-429/10","A","Verfassungsrechtliche Grenzen einer An- oder Aufhebung der Beitragsbemessungsgrenze in der gesetzlichen Krankenversicherung im Rahmen der Einführung einer Bürgerversicherung"
"2006","WD3-430/06","A","Neuregelung von Art. 35 Abs. 2 GG"
"2010","WD3-430/10","A","Zur Rolle der Kultusministerkonferenz im Bildungsföderalismus"
"2009","WD3-431/09","A","Mitwirkung des Bundestages beim Abschluss internationaler Abkommen durch die Union gern, Vertrag von Lissabon?"
"2006","WD3-432/06","A","Die Rundfunkgebühr und die personenbezogene Medienabgabe unter verfassungsrechtlichen Gesichtspunkten"
"2010","WD3-432/10","A","Saisonbeschäftigung und konzerninterne Arbeitnehmerentsendung von Drittstaatsangehörigen in der EU - Aufenthalts- und arbeitserlaubnisrechtliche Regelungen in den Mitgliedstaaten"
"2008","WD3-433/08","A","Zur Möglichkeit der Finanzierung von Frauenhäusern durch den Bund - Nachfrage zu 060/08"
"2007","WD3-434/07","A","Mitwirkungs- und Informationsrechte des Bundestages in der Gemeinsamen Außen- und Sicherheitspolitik"
"2009","WD3-436/09","A","Formelles parlamentarisches Fragerecht in ausgewählten europäischen Ländern"
"2006","WD3-438/06","A","Umsetzung der Richtlinie 2003/35/EG"
"2007","WD3-438/07","A","Funktionszulagen für Ausschussvorsitzende im Deutschen Bundestag"
"2008","WD3-438/08","A","Verstöße von Ärzten gegen § 96 Aufenthaltsgesetz:'Kompetenzen der Länder"
"2008","WD3-439/08","A","Verbot von Grabsteinen aus Kinderarbeit und Verfassungsrecht"
"2006","WD3-440/06","A","Zum Verhältnis von Anrechnungsvorschriften nach den Abgeordnetengesetzen von Bund und Ländern"
"2008","WD3-443/08","A","Finanzverfassung und europäisches Vergaberecht: Art. 106a'GG"
"2009","WD3-444/09","A","Minarettverbot in der Schweiz - Hier: Verletzte ein Verbot, Minarette zu errichten, die Religionsfreiheit nach Artikel 4 GG?"
"2010","WD3-444/10","A","Burka-Verbot in öffentlichen Gebäuden - Lassen sich Burkas in öffentlichen Gebäuden verbieten?"
"2006","WD3-445/06","A","Fragen zum Beschluss der Innenministerkonferenz hinsichtlich einer Bleiberechtsregelung für geduldete Ausländer"
"2007","WD3-446/07","A","Solidaritätsklausel"
"2010","WD3-446/10","A","Bundeseinheitliche Regelung für eine Smiley-Kennzeichnung für Betriebe im Lebensmittelhandel und in der Gastronomie"
"2006","WD3-447/06","A","Das allgemeine Verwaltungsrecht als Ordnungsidee"
"2008","WD3-447/08","A","Maritime Sicherheitslage Deutschlands unter besonderer Berücksichtigung der Zuständigkeit von Bund und Ländern"
"2009","WD3-447/09","A","Gleichstellung eingetragener Lebenspartner: Rückwirkender Anspruch auf Leistungen?"
"2006","WD3-448/06","A","Die Bundeswehr in Afghanistan. Zur Zulässigkeit einer Erweiterung des ISAF-Einsatzes am Maßstab von Entscheidungen des Bundesverfassungsgerichts."
"2009","WD3-448/09","A","Mitwirkung des Bundestages bei EU-Beitrittsverhandlungen"
"2008","WD3-449/08","A","Voraussetzungen und Folgen der Inanspruchnahme von ""Sabbat- Zeiten"" und Erfahrungen im öffentlichen Dienst"
"2009","WD3-449/09","A","Gleichstellung verpartneter Beamter: Rückwirkender Anspruch auf Leistungen?"
"2010","WD3-449/10","A","Stimmrechtsentzug bei Verstoß gegen Grundprinzipien der Wirtschafts- und Währungsunion"
"2006","WD3-450/06","A","Föderalismusreform und die PKW-Maut auf Bundesautobahnen"
"2009","WD3-451/09","A","Gesetzgebungskompetenz für das Energieleitungsausbaugesetz"
"2010","WD3-451/10","A","Stimmrechtsentzug bei Verstoß gegen Grundprinzipien der Wirtschafts- und Währungsunion"
"2006","WD3-452/06","A","Die öffentliche Daseinsvorsorge in Deutschland"
"2008","WD3-452/08","A","Begriff der ""Familie"" nach Art. 6 Abs. 1 GG; Besteuerung von Erben zweiter Ordnung"
"2010","WD3-453/10","A","Sonderungsverbot (Art. 7 Abs. 4 S. 3 Grundgesetz) und Privatschulfinanzierung"
"2006","WD3-454/06","A","Informationen zum Bleiberecht geduldeter Ausländer"
"2010","WD3-455/10","A","Verwendung von Fraktionsgeldern zur Finanzierung von Parteiaufgaben"
"2010","WD3-456/10","A","Die Reform des Stabilitätspaktes: die Einführung einer umgekehrten Mehrheitsentscheidung bei Ratsbeschlüssen der Eurogruppe - Europäisches Primärrecht und deutsches Verfassungsrecht"
"2010","WD3-458/10","A","Fragen zur rechtlichen Stellung des Wehrbeauftragten"
"2009","WD3-459/09","A","Gleichstellung eingetragener Lebenspartner: Auswirkung der Rechtsprechung des BVerfG und des EuGH auf Landes- und Satzungsrecht"
"2006","WD3-460/06","A","Inneres Gesetzgebungsverfahren"
"2008","WD3-460/08","A","Verfassungsrechtliche Rahmenbedingungen einer Gemeinsamen Bildungskonferenz"
"2006","WD3-461/06","AI","Sprachkenntnisse als Einwanderungsvoraussetzung in den Mitgliedstaaten der EU - aktualisierte Fassung von WD 3 - 206/06"
"2008","WD3-461/08","A","Die Mitwirkung des Bundestages an der Rechtsetzung der Europäischen Union"
"2009","WD3-462/09","A","Auslegung von § 10 Abs. 2 des Gesetzes über die Zusammenarbeit von Bundesregierung und Deutschem Bundestag in Angelegenheiten der Europäischen Union"
"2006","WD3-464/06","A","Elektronische Parkraumbewirtschaftung"
"2009","WD3-464/09","A","Öffentlichkeit im Verteidigungsausschuss als Untersuchungsausschuss"
"2010","WD3-464/10","A","Zustimmungspflicht des Bundesrates zum Mietrechtsänderungsgesetz?"
"2010","WD3-465/10","A","Einführung einer Kindergartenpflicht und Vorverlagerung der Schulpflicht"
"2007","WD3-467/07","A","Gesetzgebungskompetenz für die Einführung eines ""Teilzeitreferendariats"" (Lehramt)"
"2008","WD3-467/08","A","Kirchenbaulasten und Einigungsvertrag"
"2006","WD3-468/06","A","Zur Reichweite der neuen Länderkompetenzen im Bereich der Gesetzgebung"
"2006","WD3-469/06","A","Fragen zum Beweiserhebungsverfahren eines Untersuchungsausschusses des Deutschen Bundestags"
"2007","WD3-469/07","A","Reform der parlamentarischen Kontrolle der Nachrichtendienste"
"2008","WD3-469/08","A","Änderung des Erneuerbare-Energien-Gesetzes: Altanlagen"
"2008","WD3-471/08","A","Verfassungsrechtliche Begründung für eine Beschränkung der Reichweite von Patientenverfügungen - aktualisierte Fassung von WD 3 - 2,12/06"
"2010","WD3-472/10","A","Zweites Flächenerwerbsänderungsgesetz"
"2007","WD3-473/07","A","Videoüberwachung - Vergleich der Gesetzeslage in Deutschland und dem Vereinigten Königreich"
"2010","WD3-473/10","A","Entwurf der Bundesregierung: Unterrichtung und Mitwirkung des Bundestages und des Bundesrates bei eilbedürftigen EU- Vorhaben"
"2006","WD3-474/06","A","Verfassungsrechtliche Zulässigkeit der Anrechnung von Zivildienstzeit auf spätere Ausbildungsverhältnisse"
"2010","WD3-474/10","A","Aufenthaltsrechtliche Bestimmungen für ausländische Studierende"
"2006","WD3-475/06","A","Fragen zu Art. 23 Abs. 6 GG"
"2007","WD3-475/07","A","Lärmschutzbestimmungen für Kurorte"
"2007","WD3-477/07","A","Fragen zur Schaffung eines Beauftragten für Rentenbelange auf Bundesebene"
"2007","WD3-480/07","A","Petitionsrecht und laufende Planfeststellungsverfahren"
"2010","WD3-481/10","A","Fragen zur Kompetenzverteilung im Bereich ""Bildung"""
"2010","WD3-485/10","A","""Recht auf Bildung"" im Ausland"
"2010","WD3-486/10","A","Verfassungsmäßigkeit einer Bürgerversicherung"
"2006","WD3-487/06","A","Einsparmöglichkeiten durch einen vollständigen Regierungsumzug nach Berlin und durch Länderneugliederungen"
"2006","WD3-488/06","A","Public Private Partnership • verfassungsrechtliche Einzelfragen"
"2010","WD3-489/10","A","Novellierung des Telekommunikationsgesetzes - Recht auf verbindliche Auskunft der Bundesnetzagentur"
"2010","WD3-490/10","A","Auslandseinsätze deutscher Polizisten"
"2006","WD3-491/06","A","Deutsches und europäisches Staatskirchenrecht"
"2010","WD3-491/10","A","Ist die Aufhebung der Beitragsbemessungsgrenze in der Krankenversicherung aus rechtlicher Sicht möglich?"
"2010","WD3-492/10","A","Verfassungsrechtliche Probleme bei der Abschaffung der privaten Krankenversicherung als Vollversicherung"
"2010","WD3-493/10","A","Abschaffung der Musterung bei Aussetzung der Wehrpflicht - Ist die geplante Abschaffung der Musterung in Folge der geplanten Aussetzung der Wehrpflicht verfassungskonform?"
"2006","WD3-495/06","A","Einzelfragen zur doppelten Staatsangehörigkeit"
"2010","WD3-498/10","A","Grenzen des Vermittlungsausschusses - Konsequenzen aus der Entscheidung des Bundesverfassungsgerichts vom 8. Dezember 2009 - 2 BvR 758/07 (Beschluss zum Haushaltsbegleitgesetz 2004)"
"2010","WD3-499/10","A","Überhangmandate auf der Grundlage aktueller Wahlhochrechnungen"
"2010","WD3-502/10","A","Satzungsermächtigung und Wesentlichkeitstheorie - §§ 22a ff. SGB II neu"
"2010","WD3-504/10","A","Ausschluss einer verfassungsfeindlichen Partei von der staatlichen Parteienfinanzierung"
"2010","WD3-505/10","A","Bekenntnisklausel im Zuwendungsbereich - Dürfen Zuwendungen aus dem Programm ""Toleranz fördern - Kompetenz stärken"" von einem Bekenntnis zur freiheitlichen demokratischen Grundordnung abhängig gemacht werden?"
"2010","WD3-507/10","A","Die Mitwirkungsrechte des Deutschen Bundestages nach dem Vertrag von Lissabon"
"2010","WD3-516/10","A","Der Vorschlag der Kommission zur Einführung einer umgekehrten Mehrheitsentscheidung bei Ratsbeschlüssen der Eurogruppe"
"2010","WD3-521/10","A","Umschlag radioaktiver Stoffe in Nord- und Ostseehäfen"
"2010","WD3-523/10","A","Überhangmandate auf der Grundlage aktueller demoskopischer Umfragen"
"2010","WD3-524/10","A","Auswirkungen der Verankerung der deutschen Sprache im Grundgesetz auf die Rechtsstellung von Minderheiten"
"2010","WD3-527/10","A","Verfassungsmäßigkeit der Zusammenlegung des Bundeskriminalamtes und der Bundespolizei - Eine Untersuchung zum Bericht der Werthebach-Kommission"
"2006","WD4-001/06","A","Zur steuerlichen Förderung haushaltsnaher Dienstleistungen in Deutschland und im europäischen Ausland"
"2010","WD4-001/10","A","Verfassungsrechtliche Prüfmaßstäbe einer Kultur- oder Ethiksteuer"
"2013","WD4-002/13","A","Kanadas Banken in der Finanzkrise"
"2007","WD4-003/07","A","Besteuerung von Veräußerungsgewinnen (aus Wertpapieren und Gesellschaftsanteilen) und Erträgen aus Kapitalvermögen in Frankreich, Großbritannien, Österreich, Schweiz und Luxemburg"
"2006","WD4-004/06","A","Finanzielle Förderung der parteinahen Stiftungen durch Bund und Länder"
"2009","WD4-005/09","A","Verschiedene Fragen zur finanziellen Förderung der evangelischen und der katholischen Kirche durch Bund, Länder und Gemeinden"
"2009","WD4-007/09","A","Das novellierte Erbschaftsteuergesetz"
"2006","WD4-008/06","A","Stand und Erfahrungen bei der Anwendung reduzierter Mehrwertsteuersätze für arbeitsintensive Dienstleistungen in einigen EU-Mitgliedstaaten"
"2012","WD4-008/12","A","Umsatzsteuer bei Onlinedienstleistern"
"2007","WD4-009/07","A","Auswirkung der Verständigung zwischen der Bundesregierung und der EU-Kommission im Sparkassenstreit auf § 40 KWG und Sparkassensprivatisierungen"
"2009","WD4-011/09","A","Zur Diskussion über eine Bad Bank"
"2013","WD4-011/13","A","Verfassungsgerichtliche Vorgaben für die Vermögensbesteuerung"
"2010","WD4-013/10","A","Zur Anwendung des ermäßigten Mehrwertsteuersatzes (u.a. auf Handwerkerleistungen in Frankreich) - Hintergründe und Erfahrungen -"
"2006","WD4-014/06","A","Staatliche Sparförderung in Deutschland"
"2007","WD4-015/07","A","Umsatzsteuer auf Schul- und Mensaessen"
"2006","WD4-016/06","A","Eigenmittelsystem der EU - Sachstand und Reformdiskussion"
"2007","WD4-016/07","A","Finanzierung von Sozialleistungen durch eine Energiesteuererhöhung"
"2007","WD4-017/07","A","Verschuldungsverbot des Bundes gegenüber den Ländern"
"2013","WD4-017/13","A","Finanzverfassungsrechtliche Aspekte der Einführung einer PKW-Maut"
"2006","WD4-018/06","A","Föderalismusreform : Internationaler Vergleich zum Verbot der Mischfinanzierung gem. Art. 104b neu GG"
"2008","WD4-018/08","A","Europarechtskonformität des ""acting in concert"" nach dem Risikobegrenzungsgesetz"
"2006","WD4-019/06","A","Übersicht über die Besteuerung von Verkehrsmittel in Deutschland"
"2007","WD4-019/07","A","Steuerliche Berücksichtigung von Investitionen in den Erhalt der Arbeitsfähigkeit von Arbeitnehmern"
"2009","WD4-019/09","A","Fragenkatalog bezüglich der parlamentarischen Haushaltskontrolle und der finanziellen Autonomie des Deutschen Bundestages"
"2009","WD4-021/09","A","Die Rolle deutscher Kreditinstitute bei Steuerhinterziehung und Steuerflucht - Teilbereich Aufsichts- und Steuerrecht, Amtshilfe- und Informationsabkommen"
"2010","WD4-022/10","A","Amtshilfe in Steuersachen zwischen den EU-Staaten und Grundzüge des Gemeinnützigkeitsrechts in ausgewählten europäischen Staaten"
"2007","WD4-023/07","A","Die umsatzsteuerliche Befreiung von Altenheimen, Altenwohnheimen und Pflegeheimen"
"2006","WD4-024/06","A","Ökologische Steuerreform in Deutschland: Umsetzung, Pro und Contra, Konzepte. Ökosteuern in Europa"
"2010","WD4-024/10","A","Zentralisierte und dezentralisierte Steuerverwaltung"
"2009","WD4-026/09","A","Auswirkungen der Anwendung reduzierter Mehrwertsteuersätze auf arbeitsintensive Dienstleistungen"
"2012","WD4-026/12","A","Rechtliche Aspekte der Einführung einer Sonderabgabe ""Maritime Standortsicherung"""
"2006","WD4-027/06","A","Zur Diskussion um eine Wertschöpfungsabgabe"
"2009","WD4-028/09","A","Auswirkungen des Urteils des Bundesverfassungsgerichts zum Abgabenfondsgesetz"
"2008","WD4-029/08","A","Entwicklungen und Stand der Bemühungen zur Reform der Erbschaft- und Schenkungsteuer"
"2007","WD4-031/07","A","Veränderung der Eingruppierung von Haushaltstiteln beim Technischen Hilfswerk (THW)"
"2007","WD4-035/07","A","Französisches Familiensplitting"
"2008","WD4-037/08","A","Das Federal Reserve System"
"2008","WD4-040/08","A","Das Federal Reserve System - Entstehungsgeschichte, Grundlage, Aufbau -"
"2010","WD4-040/10","A","Rolle der Umsatzsteuer und ihr Beitrag zur Finanzierung der sozialen Sicherungssysteme"
"2009","WD4-042/09","A","Aufsicht und Regulierung der Finanzmärkte auf nationaler Ebene, in der EU und auf internationaler Ebene"
"2010","WD4-042/10","A","Bewertungsmethoden von Ratingagenturen sowie rechtliche Regelungen und Standards für ihre Tätigkeit"
"2008","WD4-043/08","A","Steuermoral und Steuerflucht"
"2011","WD4-043/11","A","Aufgaben der Deutschen Bundesbank und der Bundesanstalt für Finanzdienstleistungsaufsicht im internationalen Vergleich"
"2009","WD4-044/09","A","Bisherige Mitarbeiterbeteiligungsmodelle und Neuerungen durch das Mitarbeiterkapitalbeteiligungsgesetz"
"2007","WD4-045/07","A","Schadensfall Phoenix - Rechte und Pflichten der Entschädigungseinrichtung EdW"
"2012","WD4-045/12","A","Zustimmungspflicht gemäß § 20 b Parteiengesetz der DDR (PartG-DDR)"
"2010","WD4-046/10","A","Besteuerung von Scheingewinnen"
"2011","WD4-046/11","A","Wertzuwachssteuer bei Immobilienverkäufen - Frankreich und Spanien"
"2007","WD4-047/07","A","Rechtliche Aspekte der Abschaffung der Grundsteuer für land- und forstwirtschaftliche Betriebe (so genannte Grundsteuer A)"
"2010","WD4-047/10","A","Rechtliche Aspekte der Einführung einer Sonderabgabe für Kredit- und Finanzdienstleistungsinstitute"
"2007","WD4-048/07","A","Das Aufkommen und die Wirkungsweise von Lenkungssteuern und Steuervergünstigungen in Deutschland"
"2011","WD4-048/11","A","Ermäßigter Mehrwertsteuersatz für Kultur, Zeitungen, Zeitschriften und Hotelübernachtungen (§ 12 Abs. 2 Umsatzsteuergesetz)"
"2007","WD4-049/07","A","Übergang von Schadensersatzansprüchen auf die Entschädigungseinrichtung der Wertpapierhandelsunternehmen nach dem EAEG"
"2010","WD4-053/10","A","Fragen im Zusammenhang mit der Diskussion über die Rolle Griechenlands im Euro-Raum"
"2012","WD4-057/12","A","Verfassungsrechtliche Grenzen einer Vermögensabgabe"
"2009","WD4-058/09","A","Sonderregelungen für ehemals gemeinnützige Wohnungsunternehmen nach § 13 KStG"
"2008","WD4-062/08","A","Reichweite des haushaltsrechtlichen Parlamentsvorbehalts"
"2009","WD4-062/09","A","Möglichkeiten des Entzugs der Bankerlaubnis nach nationalem und europäischem Recht"
"2012","WD4-065/12","A","Verfassungsrechtliche Grenzen der Finanzierung einer Bundes(ober)behörde durch eine Umlage - Diskussion am Beispiel der Umlage nach § 16 Finanzdienstleistungsgesetz"
"2010","WD4-066/10","A","Ausgestaltung und rechtliche Gesichtspunkte der Einführung eines Europäischen Währungsfonds"
"2009","WD4-067/09","A","Finanzmarktpolitische Reaktionen auf die Finanzkrise"
"2006","WD4-068/06","A","Insolvenzsicherungsfonds für Versicherungen - Fragen zu einer geplanten EU-Richtlinie"
"2013","WD4-068/13","A","Steuerrechtliche Aspekte der Ausflaggung von Handelsschiffen"
"2011","WD4-070/11","A","Elektronische Übermittlung von Bilanzen und Gewinn-und Verlustrechnungen"
"2008","WD4-071/08","A","Absetzbarkeit von Spenden aus dem EU-Ausland an eine Stiftung nach deutschem Recht"
"2011","WD4-072/11","A","Instrumente des Zahlungsverkehrs nach geltenden Regeln und in der Single Euro Payments Area (SEPA)"
