"PE6-201/14";"A";"Vereinbarkeit des Vorschlags zur Neufassung von § 7 Abs. 2 FreizügigG/EU-E im Hinblick auf die Einführung von Wiedereinreisesperren mit dem Unionsrecht"
"PE6-205/14";"A";"Verfahren zur Sicherung der Grundwerte und Grundrechte in der Europäischen Union"
"PE6-206/14";"A";"Unionsrechtliche Voraussetzungen für einen Einsatz von Körperscannern"
"PE6-207/14";"A";"Möglichkeiten der Mitgliedstaaten der Europäischen Union, die Einhaltung der Dublin III-Verordnung durch andere Mitgliedstaaten einzufordern"
"PE6-212/14";"A";"Vereinbarkeit der Gesetzentwürfe zur Einführung einer Infrastrukturabgabe und zur Reform des Kraftfahrzeugsteuergesetzes mit dem Unionsrecht"
"PE6-215/14";"A";"Unionsrechtskonformität des Entwurfs eines neuen § 2b Umsatzsteuergesetz (§ 2 b UStG-E)"
"PE6-217/14";"A";"Ansprüche von Unionsbürgern auf Grundsicherung für Arbeitsuchende"
"PE6-220/14";"A";"Vereinbarkeit der Gesetzentwürfe zur Einführung einer Infrastrukturabgabe und zur Reform des Kraftfahrzeugsteuergesetzes mit dem Verbot der Diskriminierung aus Gründen der Staatsangehörigkeit"
"PE6-221/14";"A";"Fragen zu den Ratifikationserfordernissen des Comprehensive Economic and Trade Agreements (CETA)"
"WD1-003/14";"A";"Volksparteien - Begriffsbestimmung und interne Entscheidungsabläufe"
"WD1-005/15";"A";"Der Weg zur Aufnahme diplomatischer Beziehungen zwischen Deutschland und Israel unter besonderer Berücksichtigung der Rolle der SPD und der Gewerkschaften"
"WD1-008/15";"A";"Sinkende Wahlbeteiligung in Deutschland - Ursachen und Lösungsvorschläge"
"WD1-014/14";"A";"Das transatlantische Freihandelsabkommen. Diskussionsstand und politische Themenverortung innerhalb der USA."
"WD1-015/14";"A";"Ermächtigungsgesetze von 1914 bis 1933 und die SPD"
"WD1-022/14";"A";"Zur Geschichte der Anti-Defamation League (ADL)"
"WD1-025/15";"A";"Die Partei DIE RECHTE Entstehung, regionale Verbreitung, politische Aktivitäten"
"WD1-031/14";"AI";"Historische Jahres- und Gedenktage - Auswahl für das Jahr 2015"
"WD1-036/14";"A";"Die Bedeutung der Französischen Revolution für die Menschenrechtspolitik in Europa"
"WD1-061/14";"A";"Zum Stand der geschichtswissenschaftlichen Forschung zu Paul von Lettow-Vorbeck (1870-1964)"
"WD1-067/13";"AI";"Alljährlich wiederkehrende Aktions- und Thementage - Auswahl für das Jahr 2014"
"WD1-068/13";"AI";"Historische Gedenktage - Auswahl für das Jahr 2014"
"WD1-071/13";"A";"Die Rolle des Deutschen Bundestages in den deutsch-ungarischen Beziehungen"
"WD1-073/13";"A";"Katholische Soziallehre und Soziale Marktwirtschaft"
"WD1-075/13";"A";"Politikergedenkstifungen"
"WD1-086/14";"A";"Mitgliederentwicklung von Kirchen und Religionsgemeinschaften in Deutschland seit 1919"
"WD1-106/14";"A";"Frauen in den Parlamenten der Europäischen Union Regelungen zur geschlechterparitätischen Besetzung im Vergleich"
"WD1-158/14";"AI";"Alljährlich wiederkehrende Aktions- und Thementage; Auswahl für das Jahr 2015"
"WD1-159/14";"A";"Rechtsextremismus in Deutschland unter besonderer Berücksichtigung der neuen Bundesländer"
"WD1-160/14";"AI";"25 Jahre Friedliche Revolution in der DDR.Die Selbstbefreiung der Ostdeutschen"
"WD1-167/14";;"Sonntag als Wahltag; Geschichtlicher Hintergrund in Deutschland und Wahltag in den EU-Mitgliedstaaten sowie in Norwegen und der Schweiz"
"WD10-006/14";"A";"Governance des Profi-Fußballs in Deutschland und die Finanzierung von Sportstätten"
"WD10-009/15";"A";"TTIP und Kultur"
"WD10-010/15";"A";"Restitution von Kunst- und Kulturgut, das von Behörden der ehemaligen sowjetischen Besatzungszone/DDR entzogen wurde"
"WD10-012/14";"A";"Vergleich der Sender CNN, Deutsche Welle, BBC und CCTV"
"WD10-019/14";"A";"Förderung ausgewählter Bereiche von Kultur und Kulturwissenschaft"
"WD10-021/14";"A";"Bedingungen für den Verzicht auf Rundfunklizenzen für Livestreams über das Internet"
"WD10-034/15";"A";"Kulturpolitik. Formen und Bereiche der Bundeskulturpolitik im föderalen Staat."
"WD10-038/15";"A";"Olympiaschutzgesetz in Deutschland"
"WD10-045/14";"A";"Regelungen zum Thema Cybermobbing in anderen Staaten"
"WD10-045/15";"A";"Beschluss der Bezirksverordnetenversammlung Friedrichshain-Kreuzberg gegen sexistische Werbung auf bezirkseigenen Flächen. Hintergründe, Ausgestaltung, rechtliche Aspekte,nationaler und internationaler Vergleich"
"WD10-047/14";"A";"Die transatlantische Handels- und Investitionspartnerschaft: Ausnahmeregelungen für Kultur und Medien?"
"WD10-049/14";"A";"Fragen zu Musik-Streamingdiensten und Missbrauch einer marktbeherrschenden Stellung im Musikmarkt"
"WD10-049/15";"A";"Magermodels in den Medien - Möglichkeiten staatlicher Einflussnahme"
"WD10-051/14";"A";"Sportliche Großveranstaltungen als Wirtschaftsfaktor"
"WD10-058/14";"A";"Deutsche Olympiabewerbungen"
"WD10-060/14";"A";"Kirchliche Vermögens- und Finanzverwaltung"
"WD10-063/14";"A";"Alternative Finanzierungsinstrumente in der Kinofilmförderung"
"WD10-068/13";"A";"Verletzung des allgemeinen Persönlichkeitsrechts durch Namensnennung in öffentlichen Petitionen"
"WD10-068/14";"A";"Finanzen und Vermögen der Kirchen in Deutschland"
"WD10-074/13";"A";"Kirchenbaulasten in der ehemaligen DDR"
"WD10-080/13";"A";"Zum heutigem Umgang mit kulturbezogenen Einrichtungen der ehemaligen Fürstenhäuser"
"WD10-081/13";"A";"Einzelfragen zum neuen Staatsvertrag über den Südwestfunk"
"WD10-082/14";"A";"Bedroht TTIP die Kultur? Zur Rolle von Kultur und Medien im Rahmen der Transatlantischen Handels- und Investitionspartnerschaft"
"WD10-083/14";"A";"Nationale Anti-Doping-Organisationen im internationalen Vergleich"
"WD10-084/13";"A";"Raubkunst und Restitution Der Fall Gurlitt und die Aufarbeitung der NS-Kunstpolitik"
"WD10-084/14";"A";"Das Dopingkontrollsystem in Deutschland"
"WD10-085/13";"A";"Das Dopingkontrollsystem in Deutschland"
"WD10-090/14";"A";"Finanzen und Vermögen der Kirchen in Deutschland"
"WD10-097/14";"A";"Korruption und Governance-Strukturen in internationalen Sportorganisationen"
"WD2-013/13";"AI";"Zusatzprotokoll zum Internationalen Pakt über wirtschaftliche, soziale und kulturelle Rechte"
"WD2-014/13";"AI";"Der Abschluss der erstinstanzlichen Verfahren am Ruanda-Tribunal der Vereinten Nationen"
"WD2-021/14";"A";"Zur Begründung von Auslandseinsätzen der Bundeswehr"
"WD2-038/15";"A";"Anwendbarkeit des humanitären Völkerrechts auf Computernetzwerkoperationen und digitale Kriegsführung (Cyber Warfare)"
"WD2-039/14";"A";"Herausforderungen für die Weiterentwicklung der Gemeinsamen Sicherheits- und Verteidigungspolitik der Europäischen Union"
"WD2-040/14";"A";"Die Neuausrichtung der Bundeswehr - Ziele, Maßnahmen, Herausforderungen"
"WD2-046/14";"A";"Zur deutschen Außenwissenschaftspolitik"
"WD2-048/15";"A";"Politikkohärenz im Interesse der Entwicklungszusammenarbeit im europäischen Vergleich"
"WD2-049/15";"A";"Lehren aus dem Ausland und Argumente für die Erarbeitung einer nationalen Sicherheitsstrategie der Bundesrepublik"
"WD2-052/15";"A";"Die Militärdoktrinen der Sowjetunion und der Russischen Föderation seit den 1970er Jahren"
"WD2-053/14";"A";"Deutsch-japanischer Sicherheitsdialog - Außen- und sicherheitspolitische Herausforderungen und Akteure in der ostasiatischen Region"
"WD2-053/15";"A";"Vereinbarkeit von Auslandsaktivitäten deutscher parteinaher Stiftungen mit dem allgemeinen Interventionsverbot des Völkerrechts"
"WD2-059/15";"AI";"Zur Staateninsolvenz: Begriff, Rechtsfolgen, Beispiele, Kodifizierungsbestrebungen"
"WD2-068/14";"A";"Zum Fortschritt beim Erreichen der Millenniums-Entwicklungsziele der Vereinten Nationen"
"WD2-078/14";"A";"Entwicklung der russischen Sicherheitspolitik seit der Amtseinführung Wladimir Putins als Präsident der Russischen Föderation im Jahr 2000"
"WD2-082/13";"A";"Zur Diskussion um eine Reform des völkerrechtlichen Status der IPU"
"WD2-083/13";"A";"Gewinnung von Telekommunikationsinformationen durch ausländische Nachrichtendienste aus völkerrechtlicher Sicht"
"WD2-093/13";"A";"Zur griechischen Zwangsanleihe von 1942"
"WD2-096/13";"A";"Zur Entwicklungszusammenarbeit Deutschlands und der EU mit China"
"WD2-151/14";"A";"Beteiligungsrechte des Bundestages bei der Lieferung von Kriegswaffen an die Kurden im Nordirak"
"WD2-153/14";"A";"Zu Projekten der Entwicklungszusammenarbeit im Bereich Frühkindlicher Bildung"
"WD2-164/14";"AI";"Fukushima: Bericht des UN-Ausschusses zur Untersuchung der Auswirkungen atomarer Strahlung"
"WD2-192/14";"AI";"Joko Widodo, neuer Präsident Indonesiens"
"WD2-206/14";"A";"Struktur und Effektivität der der Nationalen Kontaktstellen für die OECD-Leitsätze für multinationale Unternehmen"
"WD3-002/15";"A";"Einzelfragen zur geplanten Infrastrukturabgabe"
"WD3-003/14";"A";"Verfassungsmäßigkeit polizeirechtlicher Vorschriften zur Bestimmung von Gefahrengebieten"
"WD3-003/15";"A";"Erwerbstätigkeit von Drittstaatsangehörigen in der Bundesrepublik - Asylverfahren, Arbeitsmarktzugang und asylverfahrensrechtliche Auswirkungen auf eine Beschäftigung"
"WD3-005/14";"A";"Volksbegehren und Volksentscheid auf Bundesebene - Verfassungsrechtliche Situation im Hinblick auf die föderale Struktur Deutschlands und Rechtslage in Österreich und der Schweiz"
"WD3-006/15";"A";"Wahlrechtsausübung durch im Ausland lebende Wahlberechtigte - Überblick zu ausgewählten Mitgliedstaaten des Europarats"
"WD3-007/15";"A";"Welche rechtlichen Grundlagen sind für Volksbefragungen auf Bundesebene erforderlich?"
"WD3-008/14";"A";"Altersdiskriminierung aufgrund von § 39 Absatz 2 Satz 2 der Hessischen Gemeindeordnung"
"WD3-008/15";"A";"Ausgestaltung der Kontrollen nach dem Mindestlohngesetz - Ergänzung zu den Ausarbeitungen WD 3 - 3000 - 241/14 und WD 3 - 3 0 0 0 - 2 6 9 / 1 4"
"WD3-010/15";"A";"Einwanderung nach Deutschland - Bestandsaufnahme der geltenden ausländerrechtlichen Regelungen"
"WD3-012/14";"A";"Die Systeme der Gesetzlichen Rentenversicherung und der Beamtenversorgung des Bundes im Lichte des Gleichheitssatzes aus Artikel 3 Absatz 1 Grundgesetz"
"WD3-014/15";"A";"Modell der sog. Vorauswahlen in Schweden und Übertragbarkeit auf das Wahlrecht des Bundes"
"WD3-017/15";"A";"Umsetzung durch den Bund abgeschlossener völkerrechtlicher Verträge durch die Länder"
"WD3-018/14";"A";"Rechtsfragen zur Weitergeltung des Beitragssatzes in der gesetzlichen Rentenversicherung im Jahr 2014"
"WD3-020/14";"A";"Verstetigung des Petitionsausschusses über das Ende der Legislaturperiode"
"WD3-020/15";"A";"Verdachtsunabhängige Maßnahmen nach § 22 Abs. la BPolG und „Racial Profiling"""
"WD3-023/14";"A";"Zugang zu Diensttelefonlisten der Jobcenter nach dem IFG"
"WD3-024/15";"A";"Mitwirkungsvorbehalte des Bundestages in der Verordnungsgebung"
"WD3-025/15";"A";"Zuständigkeiten des Bundes und des Havariekommandos für das Rettungswesen auf Windenergieanlagen in der ausschließlichen Wirtschaftszone"
"WD3-026/14";"A";"Fragen zur Durchsetzung der deutschen Sprache als Arbeitssprache der Europäischen Union"
"WD3-026/15";"A";"Substantielle Investments als Voraussetzung für den Erwerb der Staatsbürgerschaft oder die Erteilung von Aufenthaltstiteln - Überblick zur Rechtslage in ausgewählten Mitgliedstaaten der Europäischen Union"
"WD3-029/15";"A";"Zulässigkeit einer zwingenden Anpassung der Gehälter von Abgeordnetenmitarbeitern bei einer Anpassung des Höchstsatzes der Mitarbeiterpauschale an die Tarifentwicklung im öffentlichen Dienst"
"WD3-030/14";"A";"Online-Wahlen - Erfahrungen in anderen Staaten und (verfassungs-)rechtliche Voraussetzungen für eine Einführung' in Deutschland"
"WD3-032/14";"A";"Auskunftsrechte des Bundestages in Angelegenheiten der Europäischen Union - Insbesondere in Bezug auf den Europäischen Stabilitätsmechanismus"
"WD3-034/14";"A";"Voraussetzungen für die Einleitung von Disziplinarverfahren gegen Minister und Staatssekretäre von Bundes- und Landesregierungen"
"WD3-034/15";"A";"Weiterentwicklung der Gemeinschaftsaufgabe „Verbesserung der , Agrarstruktur und des Küstenschutzes"" zu einer Gemeinschaftsaufgabe „Ländliche Entwicklung"""
"WD3-035/15";"AI";"Befassungs- und Beschlusskompetenz der Kommunalvertretungen im Hinblick auf den Abschluss von Freihandelsabkommen"
"WD3-039/15";"A";"Verkaufsverbot für E-Zigaretten und E-Shishas"
"WD3-043/15";"A";"Reichweite der Wesentlichkeitslehre - Grenzfälle der Wesentlichkeit"
"WD3-044/15";"A";"Maßnahmen des Bundes zur Terrorismusbekämpfung seit 2001 • Gesetzgebung und Evaluierung"
"WD3-045/14";"A";"Rechtsfragen zur Einsetzung eines Untersuchungsausschusses"
"WD3-046/14";"A";"Rückbau abgeschalteter Atomkraftwerke - Rechtsgrundlagen, Lagerung zurückgeholter Materialien und Kostentragung"
"WD3-047/14";"A";"Parlamentarische Informationsrechte über den Haushalt des Bundesamtes für Verfassungsschutz und des Bundesnachrichtendienstes"
"WD3-047/15";"A";"Erhebung personenbezogener Daten bei betriebsinternen Befragungen durch externe Ermittler"
"WD3-049/14";"A";"Kinderrechte in den Verfassungen der EU-Mitgliedstaaten - Bezüge zur UN-Kinderrechtskonvention"
"WD3-049/15";"A";"Gang des Parteiverbotsverfahrens - Von der Vorbereitung des Antrags bis zur Entscheidung des Bundesverfassungsgerichts"
"WD3-051/14";"A";"Erleichterter Zugang zum Medizinstudium für künftige Hausärzte in ländlichen Gebieten?"
"WD3-051/15";"A";"Verfassungsrechtlicher Anspruch des Bundestages auf deutschsprachige Informationen nach Art. 23 Abs, 2 und Abs, 3 GG"
"WD3-052/14";"A";"Verfassungsrechtliche Anforderungen an die geplante Reform des Eigenstromprivilegs im Erneuerbare-Energien-Gesetz"
"WD3-052/15";"A";"Synopse über die Tätigkeit der ständigen Ausschüsse sowie die parlamentarische Haushaltskontrolle im Deutschen Bundestag, der französischen Assemblee nationale und dem britischen House of Commons"
"WD3-053/15";"A";"Verbot religiöser Vereine - Rechtliche Voraussetzungen und Rechtsprechung"
"WD3-055/15";"A";"Zur Möglichkeit plenarersetzender Erledigungsbefugnisse des Petitionsausschusses"
"WD3-056/15";"A";"Zur Frage der Zustimmungsbedürftigkeit eines Gesetzes durch den Bundesrat - Entwurf eines Vierten Gesetzes zur Änderung des Gentechnikgesetzes"
"WD3-058/15";"A";"Zur verfassungsrechtlichen Zulässigkeit extraterritorialer Asylverfahren in Drittstaaten"
"WD3-060/14";"A";"Mandatsträgerbestechung - Zum Tatbestandsmerkmal des ungerechtfertigten Vorteils"
"WD3-062/14";"A";"Aufgaben und Kompetenzen des Präsidiums des Deutschen Bundestages und vergleichbarer Gremien in den Landtagen"
